name,amount,category
TAF BV,-12.37,Home_Insurance & Fees
GVB Exploitatie B.V.,-27.04,Transport_Public Transport
GVB Exploitatie B.V.,-40.17,Transport_Public Transport
Waternet/Gem. Amsterdam,-21.00,Home_Utilities
Kungfu Milk Tea,-4.70,Food & Drinks_Restaurants
Action 1035,-7.35,House & Garden_Fitment
Albert Heijn 1027,-2.50,Food & Drinks_Coffee & Lunch
Action 1203,12.77,Transfers_Transfers
ING Bank N.V. Creditcards,-12.77,House & Garden_Equipment
Albert Heijn Fr8642,-19.10,Food & Drinks_Groceries
SLAGERIJ TALHA,-16.55,Food & Drinks_Groceries
Action 1203,-2.72,House & Garden_Equipment
Action 1203,-3.99,House & Garden_Equipment
ZettlePhuong,-6.00,Food & Drinks_Restaurants
Service4all Facturatie,-397.85,House & Garden_Repairs
ING Bank N.V. Creditcards,-34.80,House & Garden_Equipment
Total Employee ComplianceServices BV,5460.77,Salary_Salary
Action 1203,-13.66,House & Garden_Equipment
Mywheels via PAY.nl,-71.69,Transport_Car
Stichting Pay.nl,-10.00,Transport_Car
Action 1194,-12.31,Food & Drinks_Groceries
Kiosk HVS 9338,-2.90,Food & Drinks_Groceries
PRAXIS ALMERE,34.80,Transfers_Transfers
Geldautomaat,-900.00,House & Garden_Repairs
Ganesh Fresh Roti,-5.00,Food & Drinks_Groceries
DIRK VDBROEK FIL3350,-22.84,Food & Drinks_Groceries
HFC AlmereBuiten,-30.10,Food & Drinks_Restaurants
Action 1203,-42.12,House & Garden_Equipment
Oranje spaarrekening K58675097,900.00,Transfers_Transfers
ING Bank N.V. Creditcards,-1428.00,House & Garden_Equipment
FLORIUS,799.00,Reimbursement_Reimbursement
FLORIUS,629.00,Reimbursement_Reimbursement
Albert Heijn Fr8642,-32.76,Food & Drinks_Groceries
Geldautomaat,-500.00,Food & Drinks_Groceries
Oranje spaarrekening K58675097,500.00,Transfers_Transfers
707 Lidl Amsterdam,-4.28,Food & Drinks_Groceries
Esso Almere Koningsbel,-2.95,Food & Drinks_Coffee & Lunch
Albert Heijn 8642,-4.63,Food & Drinks_Groceries
NLOVWRJVWW6M88W5P4,-1.69,Transport_Public Transport
NLOV6D5EQQ4DM4Q54L,-1.69,Transport_Public Transport
ALBERT HEIJN 1027,-13.52,Food & Drinks_Groceries
Action 1035,-8.83,House & Garden_Equipment
Osdorp Foto Video,-1.40,Others_Business expense
Geldautomaat,-500.00,House & Garden_Repairs
Mywheels via PAY.nl,-154.77,Transport_Car
AAB INZ TIKKIE,10.00,Transfers_Transfers
GH Kayani,-500.00,House & Garden_Repairs
Oranje spaarrekening K58675097,500.00,Transfers_Transfers
Action 1035,-4.76,House & Garden_Fitment
DIRK VDBROEK FIL3069,-6.06,Food & Drinks_Groceries
NS GROEP IZ NS REIZIGERS,-15.80,Transport_Public Transport
BUDGET ENERGIE,-75.00,Home_Utilities
5860 ALM AH to go,-2.40,Food & Drinks_Coffee & Lunch
Action 1203,-4.67,House & Garden_Equipment
TMCP  ALMERE  2004,-0.77,Transport_Parking
DIRK VDBROEK FIL3069,-5.80,Food & Drinks_Groceries
Mywheels via PAY.nl,-46.09,Transport_Car
Albert Heijn Fr8642,-8.39,Food & Drinks_Groceries
P9 KRAKELINGGARAGE,-2.59,Transport_Parking
HFC ALMERE,-20.35,Food & Drinks_Restaurants
ALBERT HEIJN 1027,-5.15,Family_Diaper & wipes
Action 1035,-10.02,Food & Drinks_Groceries
Kruidvat 1139,-11.58,Wellbeing & Beauty_Care & Pharmacy
Zeeman Amsterdam,-26.44,Shopping_Clothes & Accessories
ETOS 7342,-15.84,Food & Drinks_Groceries
Oranje spaarrekening W85769111,19.15,Transfers_Transfers
Tikkie,-110.00,House & Garden_Fitment
Oranje spaarrekening W85769111,26.44,Transfers_Transfers
ETOS 7342,-14.00,Wellbeing & Beauty_Care & Pharmacy
707 Lidl Amsterdam,-10.92,Food & Drinks_Groceries
IKEA Amsterdam,-2.98,Food & Drinks_Snacks
IKEA Amsterdam,-6.98,Food & Drinks_Coffee & Lunch
Decathlon Arena,-4.99,Food & Drinks_Snacks
Amsterdam Toilet 1,-0.50,Wellbeing & Beauty_Others
Diversen,-3.15,Others_Withdrawals & Bank charges
CCVT Bello Netherland,-7.95,Food & Drinks_Groceries
SumUp  Tostcu Mahmut,-6.50,Food & Drinks_Snacks
Mywheels via PAY.nl,-44.47,Transport_Car
PVM Notarissen,-12339.00,Finances_Investments
DIRK VDBROEK FIL3069,-5.36,Food & Drinks_Groceries
ALBERT HEIJN 1027,-14.97,Food & Drinks_Groceries
CCVPharmacie Le Villa,-15.48,Wellbeing & Beauty_Care & Pharmacy
Oranje spaarrekening K58675097,12339.00,Transfers_Transfers
SumUp  Osspot,-7.50,Food & Drinks_Snacks
NLOVWRJVWBMPD4N5P4,-1.24,Transport_Public Transport
DIRK VDBROEK FIL3069,-6.83,Food & Drinks_Groceries
ALBERT HEIJN 1027,-7.09,Food & Drinks_Groceries
Goudse Schadeverzekeringen N.V,-5.60,Transport_Public Transport
Trekpleister 1508,-6.99,Wellbeing & Beauty_Care & Pharmacy
Diversen,-22.23,Transport_Car
Kruidvat 1139,-13.99,Wellbeing & Beauty_Care & Pharmacy
Action 1035,-36.38,House & Garden_Equipment
CCVAytac Versshop,-4.49,Food & Drinks_Groceries
DIRK VDBROEK FIL3069,-1.05,Food & Drinks_Groceries
DIRK VDBROEK FIL3069,-3.58,Food & Drinks_Groceries
IKEA Amsterdam,-14.05,Food & Drinks_Coffee & Lunch
Oranje spaarrekening W85769111,8.00,Transfers_Transfers
HEMA EV037 OSDORP,-8.00,Shopping_Clothes & Accessories
CCVOSDORP SLAGERIJ,-6.40,Food & Drinks_Groceries
BUDGET MOBIEL,-10.00,Multimedia_Telephone
ALBERT HEIJN 1027,-5.03,Food & Drinks_Groceries
ALBERT HEIJN 1027,-5.15,Food & Drinks_Groceries
Lycatel via WorldPay Customer Payments,-10.00,Multimedia_Telephone
Gemeente Amsterdam,-57.38,Home_Taxes
SumUp  Osspot,-7.50,Food & Drinks_Snacks
DIRK VDBROEK FIL3069,-4.84,Food & Drinks_Groceries
VF Services Netherland,-46.51,Others_Business expense
Oranje spaarrekening W85769111,9.95,Transfers_Transfers
Tikkie,-18.00,House & Garden_Other
Monkey Town Amsterdam,-9.95,Leisure_Outings
DIRK VDBROEK FIL3069,-0.99,Food & Drinks_Groceries
Action 1035,-1.89,Food & Drinks_Groceries
Geldautomaat,-20.00,Food & Drinks_Groceries
ZIGGO SERVICES BV,-53.00,Multimedia_Internet
CZ Groep Zorgverzekeraar,-293.50,Home_Insurance & Fees
Lebo Vastgoed B.V.,-1676.40,Home_Rent
DIRK VDBROEK FIL3069,-1.94,Food & Drinks_Groceries
TJX Nederland Osdorppl,-19.99,Shopping_Clothes & Accessories
Jumbo Adam Osdorp,-8.50,Shopping_Gifts
Marrakech Bakery BV,-15.50,Shopping_Gifts
ALBERT HEIJN 1027,-1.79,Food & Drinks_Groceries
Marrakech Bakery B.V.,-3.00,Food & Drinks_Snacks
Action 1035,-0.99,Food & Drinks_Groceries
SEPRakash Supermarkt,-44.50,Food & Drinks_Groceries
BEVERWIJKSE BAZAAR BV,-5.00,Transport_Parking
ZettleMirac VOF,-10.00,House & Garden_Other
Razi Market,-12.50,Food & Drinks_Groceries
SumUp  Rakash Superma,-11.00,Food & Drinks_Groceries
ZettleYemeni Restaur,-28.00,Food & Drinks_Restaurants
Mywheels via PAY.nl,-33.15,Transport_Car
DIRK VDBROEK FIL3069,-10.92,Food & Drinks_Groceries
Mywheels via PAY.nl,-53.71,Transport_Car
BUDGET ENERGIE,-160.00,Home_Utilities
Tikkie,-40.00,Food & Drinks_Groceries
DIRK VDBROEK FIL3069,-1.45,Food & Drinks_Groceries
ALBERT HEIJN 1027,-9.85,Food & Drinks_Groceries
Geldautomaat,-20.00,Others_Uncategorised
ING Bank N.V. Creditcards,-27.00,Food & Drinks_Restaurants
Oranje spaarrekening W85769111,12.65,Transfers_Transfers
ALBERT HEIJN 1027,-5.15,Family_Diaper & wipes
NS Reizigers B.V. by Buckaroo,-10.20,Transport_Public Transport
Slagerij Elaf,-1.89,Food & Drinks_Groceries
Kings day shopping,-1.50,House & Garden_Equipment
Kings day,-7.50,Family_Toys
GVB Exploitatie B.V.,-9.11,Transport_Public Transport
GVB Exploitatie B.V.,-26.37,Transport_Public Transport
Waternet/Gem. Amsterdam,-21.00,Home_Utilities
Oranje spaarrekening W85769111,-86.02,Transfers_Transfers
Madras dairies,-46.00,Food & Drinks_Groceries
Zeeman,-13.98,Shopping_Clothes & Accessories
Jet brains,-6.66,Others_Business expense
ING Bank N.V. Creditcards,-86.45,Finances_Credit card
WISE,-723.18,Finances_Loans
Revolut Payments UAB via Stripe,-100.00,Shopping_Clothes & Accessories
Ministerie van Justitie en Veiligheid,-33.85,Others_Business expense
Stichting Pay.nl,-10.00,Transport_Car
DIRK VDBROEK FIL3069,-3.42,Food & Drinks_Groceries
Total Employee ComplianceServices BV,5460.77,Salary_Salary
Tikkie,-10.00,Leisure_Hobby & Sports
Oranje spaarrekening K58675097,10.00,Transfers_Transfers
Albert Heijn 1027,-10.98,Food & Drinks_Groceries
GAMMA Adam Sloterv,-2.99,Shopping_Clothes & Accessories
Action 1035,-0.62,Food & Drinks_Groceries
Kungfu Milk Tea,-9.40,Food & Drinks_Restaurants
Oranje spaarrekening K58675097,50.00,Transfers_Transfers
Albert Heijn 1027,-3.59,Food & Drinks_Groceries
Albert Heijn 1027,-2.85,Food & Drinks_Groceries
DIRK VDBROEK FIL3069,-2.03,Food & Drinks_Groceries
DIRK VDBROEK FIL3069,-0.99,Food & Drinks_Groceries
Albert Heijn 1027,-10.92,Food & Drinks_Groceries
CCVOSDORP SLAGERIJ,-13.05,Food & Drinks_Groceries
DIRK VDBROEK FIL3069,-5.89,Food & Drinks_Groceries
Aytac Versshop,-1.40,Food & Drinks_Groceries
NS GROEP IZ NS REIZIGERS,-21.68,Transport_Public Transport
Osdorp Foto Video,-18.00,Multimedia_Others
Oranje spaarrekening K58675097,18.00,Transfers_Transfers
Kruidvat 1139,-5.99,Food & Drinks_Groceries
ALBERT HEIJN 1027,-5.15,Food & Drinks_Groceries
ING Bank N.V. Creditcards,-2.99,Multimedia_TV & Streaming
Oranje spaarrekening K58675097,2.99,Transfers_Transfers
ING Bank N.V. Creditcards,-22.98,House & Garden_Equipment
Oranje spaarrekening K58675097,62.83,Transfers_Transfers
ING Bank N.V. Creditcards,-8.48,Shopping_Clothes & Accessories
ING Bank N.V. Creditcards,-54.35,Finances_Others
Oranje spaarrekening W85769111,15.14,Transfers_Transfers
ING Bank N.V. Creditcards,-9.99,Shopping_Clothes & Accessories
DIRK VDBROEK FIL3069,-3.62,Food & Drinks_Groceries
ALBERT HEIJN 1027,-19.84,Food & Drinks_Groceries
"Waterschap Amstel, Gooi en Vecht",-296.45,Home_Other
Oranje spaarrekening K58675097,296.00,Transfers_Transfers
Tikkie,-10.00,Others_Charity
Tikkie,-10.00,Others_Charity
Oranje spaarrekening K58675097,20.00,Transfers_Transfers
Jumbo Adam Osdorp,-3.27,Food & Drinks_Groceries
CCVAytac Versshop,-3.89,Food & Drinks_Groceries
SEPHadieth Internatio,-9.97,Shopping_Books & newspaper
SEPHadieth Internatio,-9.97,Food & Drinks_Groceries
DIRK VDBROEK FIL3069,-5.46,Food & Drinks_Groceries
Action 1035,-5.98,Food & Drinks_Groceries
CCVHet Warme Notengil,-11.40,Food & Drinks_Groceries
Tuesday market,-6.00,Food & Drinks_Groceries
Ruwaad’s haircut,-16.00,Wellbeing & Beauty_Daily care
Geldautomaat,-18.00,Family_Other
Oranje spaarrekening W85769111,16.00,Transfers_Transfers
Oranje spaarrekening K58675097,24.00,Transfers_Transfers
DIRK VDBROEK FIL3069,-0.99,Food & Drinks_Groceries
ALBERT HEIJN 1027,-1.99,Food & Drinks_Groceries
CCVOSDORP SLAGERIJ,-8.20,Food & Drinks_Groceries
ALBERT HEIJN 1027,-4.83,Food & Drinks_Groceries
Slagerij Elaf,-3.94,Food & Drinks_Groceries
Action 1035,-6.98,Food & Drinks_Groceries
Diversen,-3.15,Food & Drinks_Groceries
TJX Nederland Osdorppl,-8.98,Shopping_Clothes & Accessories
Action 1035,-0.98,Food & Drinks_Groceries
PRIMARK DAMRAK,-1.50,Shopping_Clothes & Accessories
Osdorp Foto Video,-2.10,Family_Other
Goudse Schadeverzekeringen N.V,-5.60,Transport_Public Transport
ALBERT HEIJN 1027,-9.75,Food & Drinks_Groceries
DIRK VDBROEK FIL3069,-9.37,Food & Drinks_Groceries
Action 1035,-5.23,Food & Drinks_Groceries
bol.com b.v.,-14.95,Transport_Public Transport
Albert Heijn 1027,-4.50,Food & Drinks_Groceries
CCVOSDORP SLAGERIJ,-8.35,Food & Drinks_Groceries
ALBERT HEIJN 1027,-10.30,Family_Diaper & wipes
Oranje spaarrekening W85769111,10.30,Transfers_Transfers
DIRK VDBROEK FIL3069,-6.13,Food & Drinks_Groceries
CCVAytac Versshop,-0.80,Food & Drinks_Groceries
Osdorp Foto Video,-16.05,Family_Other
Oranje spaarrekening W85769111,6.45,Transfers_Transfers
Check Netherlands B.V. via Mollie,-2.00,Transport_Public Transport
Diversen,-6.95,Leisure_Outings
DIRK VDBROEK FIL3069,-6.37,Food & Drinks_Groceries
ALBERT HEIJN 1027,-6.57,Food & Drinks_Groceries
Lycatel via WorldPay Customer Payments,-10.00,Multimedia_Telephone
Gemeente Amsterdam,-57.37,Home_Taxes
BUDGET MOBIEL,-10.00,Multimedia_Telephone
DIRK VDBROEK FIL3069,-7.27,Food & Drinks_Groceries
ALBERT HEIJN 1027,-7.52,Food & Drinks_Groceries
Oranje spaarrekening K58675097,300.00,Transfers_Transfers
Yourstyle Vastgoed en Keuringen,-300.00,Home_Other
Lebo Vastgoed B.V.,-1676.40,Home_Rent
CZ Groep Zorgverzekeraar,-293.50,Wellbeing & Beauty_Insurance
Action 1252,-3.98,House & Garden_Equipment
Oranje spaarrekening L94496383,1.84,Transfers_Transfers
Oranje spaarrekening T96483817,0.03,Transfers_Transfers
ING Bank N.V. Creditcards,-9.95,Leisure_Outings
Oranje spaarrekening X94446204,1714.00,Transfers_Transfers
Oranje spaarrekening W85769111,9.95,Transfers_Transfers
Oranje spaarrekening K58675097,-1714.00,Transfers_Transfers
Jumbo Adam Osdorp,-7.00,Food & Drinks_Groceries
Albert Heijn 1027,-7.52,Food & Drinks_Groceries
CCVOSDORP SLAGERIJ,-15.89,Food & Drinks_Groceries
Action 1035,-6.88,House & Garden_Equipment
CBR via ING,-41.00,Shopping_Clothes & Accessories
Oranje spaarrekening X94446204,41.00,Transfers_Transfers
Oranje spaarrekening X94446204,3.99,Transfers_Transfers
Oranje spaarrekening X94446204,7.00,Transfers_Transfers
ING Bank N.V. Creditcards,-3.99,Shopping_Gifts
Albert Heijn 1027,-5.24,Food & Drinks_Groceries
Albert Heijn 1027,-5.15,Food & Drinks_Groceries
Oranje spaarrekening L94496383,4812.53,Transfers_Transfers
Oranje spaarrekening X94446204,50.00,Transfers_Transfers
Oranje spaarrekening K58675097,-4812.53,Transfers_Transfers
Oranje spaarrekening W85769111,-269.76,Transfers_Transfers
Tikkie,-50.00,Finances_Others
ING Bank N.V. Creditcards,-9.99,Shopping_Gifts
Sociale Verzekeringsbank,269.76,Benefits_Benefits
Mywheels via PAY.nl,-14.34,Transport_Car
Waternet/Gem. Amsterdam,-21.00,Home_Utilities
BUDGET ENERGIE,-160.00,Home_Utilities
CCVSanvir groenten im,-3.95,Food & Drinks_Groceries
Action 1035,-25.56,House & Garden_Equipment
Mywheels via PAY.nl,-13.89,Transport_Car
ZIGGO SERVICES BV,-53.00,Multimedia_Internet
ALBERT HEIJN 1027,-2.25,Food & Drinks_Groceries
Geldautomaat,-20.00,Food & Drinks_Groceries
GVB Exploitatie B.V.,-16.81,Transport_Public Transport
GVB Exploitatie B.V.,-5.82,Transport_Public Transport
DIRK VDBROEK FIL3069,-10.10,Food & Drinks_Groceries
CCVMarrakech Bakery B,-2.00,Food & Drinks_Restaurants
Stichting Pay.nl,-10.00,Transport_Car
DIRK VDBROEK FIL3069,-2.04,Food & Drinks_Groceries
ALBERT HEIJN 1027,-8.95,Food & Drinks_Groceries
ALBERT HEIJN 1027,-5.15,Food & Drinks_Groceries
Slagerij Elaf,-12.10,Food & Drinks_Groceries
Oranje spaarrekening K58675097,-1100.00,Transfers_Transfers
Revolut Bank UAB,-100.00,Transfers_Transfers
Oranje spaarrekening W85769111,-100.00,Transfers_Transfers
Mywheels via PAY.nl,-65.19,Transport_Car
Mywheels via PAY.nl,-11.70,Transport_Car
ALBERT HEIJN 1027,-13.58,Food & Drinks_Groceries
ING Bank N.V. Creditcards,-18.00,Shopping_Gifts
Oranje spaarrekening K58675097,-890.00,Finances_Loans
Mywheels via PAY.nl,-30.62,Transport_Car
Oranje spaarrekening X94446204,-350.00,Transfers_Transfers
Mywheels via PAY.nl,-14.58,Transport_Car
Total Employee ComplianceServices BV,5460.77,Salary_Salary
Mywheels via PAY.nl,-23.90,Transport_Car
Oranje spaarrekening X94446204,50.00,Transfers_Transfers
Oranje spaarrekening K58675097,52.00,Transfers_Transfers
Oranje spaarrekening T96483817,8.47,Transfers_Transfers
Little India Amsterdam via Mollie,-60.61,Food & Drinks_Groceries
NS GROEP IZ NS REIZIGERS,-4.88,Transport_Public Transport
DD Tropische Markth,-1.50,Food & Drinks_Groceries
DIRK VDBROEK FIL3069,-2.68,Food & Drinks_Groceries
Slagerij Elaf,-1.60,Food & Drinks_Groceries
CCVOSDORP SLAGERIJ,-4.95,Food & Drinks_Groceries
Jumbo Adam Osdorp,-12.75,Food & Drinks_Groceries
ALBERT HEIJN 1027,-13.74,Food & Drinks_Groceries
ALBERT HEIJN 1027,-5.15,Food & Drinks_Groceries
Action 1035,-0.99,Food & Drinks_Snacks
Oranje spaarrekening K58675097,50.00,Transfers_Transfers
DIRK VDBROEK FIL3069,-4.85,Food & Drinks_Groceries
Kungfu Milk Tea,-5.00,Food & Drinks_Restaurants
ALBERT HEIJN 1027,-5.85,Food & Drinks_Groceries
Kiosk ALM 5002,-2.80,Food & Drinks_Groceries
WISE,-23.37,Finances_Loans
Oranje spaarrekening X94446204,24.00,Transfers_Transfers
Check Netherlands B.V. via Mollie,-0.01,Transport_Public Transport
NLOV8GY5BVQ8A6V5LP,-2.79,Transport_Public Transport
DIRK VDBROEK FIL3069,-2.72,Food & Drinks_Groceries
ALBERT HEIJN 1027,-7.32,Food & Drinks_Groceries
Action 1035,-6.03,Food & Drinks_Snacks
Albert Heijn 1027,-7.40,Family_Diaper & wipes
Jumbo Adam Osdorp,-6.43,Food & Drinks_Groceries
Kungfu Milk Tea,-9.70,Food & Drinks_Restaurants
Diversen,-3.15,Others_Withdrawals & Bank charges
TJX Nederland Osdorppl,-18.29,Shopping_Gifts
Daily Style Osdorp,-10.35,Family_Other
CCVOSDORP SLAGERIJ,-20.35,Food & Drinks_Groceries
Mw L Addada,-112.50,Family_Other
Oranje spaarrekening K58675097,200.00,Transfers_Transfers
Rabo Betaalverzoek,-97.00,Family_Other
Oranje spaarrekening T96483817,50.00,Transfers_Transfers
Mywheels via PAY.nl,-5.43,Transport_Car
Jumbo Adam Osdorp,-2.79,Food & Drinks_Groceries
Action 1035,-7.30,House & Garden_Other
DIRK VDBROEK FIL3069,-33.61,Food & Drinks_Groceries
ALBERT HEIJN 1027,-19.65,Food & Drinks_Groceries
Daily Style Osdorp,-24.37,Family_Other
Slagerij Elaf,-14.21,Family_Other
Oranje spaarrekening T96483817,100.00,Transfers_Transfers
Oranje spaarrekening T96483817,24.37,Transfers_Transfers
Albert Heijn 1027,-5.37,Food & Drinks_Groceries
Bikano indian bazaar,-2.75,Food & Drinks_Groceries
Little India Amsterdam,-26.41,Food & Drinks_Groceries
DIRK VDBROEK FIL3069,-12.52,Food & Drinks_Groceries
Oranje spaarrekening T96483817,72.00,Transfers_Transfers
ING Bank N.V. Creditcards,-72.00,Shopping_Gifts
Kruidvat 1139,-1.99,Wellbeing & Beauty_Daily care
Goudse Schadeverzekeringen N.V,-5.60,Home_Insurance & Fees
ALBERT HEIJN 1027,-7.43,Food & Drinks_Groceries
Geldautomaat,-40.00,Finances_Others
DD Tropische Markth,-2.50,Food & Drinks_Groceries
ING Bank N.V. Creditcards,-8.35,Others_Business expense
ING Bank N.V. Creditcards,-13.98,Shopping_Gifts
Dirk,-5.25,Food & Drinks_Groceries
Oranje spaarrekening T96483817,13.98,Transfers_Transfers
Oranje spaarrekening K58675097,71.98,Transfers_Transfers
Oranje spaarrekening X94446204,56.34,Transfers_Transfers
Diversen,-119.97,Finances_Credit card
Gemeente Amsterdam,-57.38,Home_Taxes
Lycatel via WorldPay Customer Payments,-10.00,Multimedia_Telephone
DIRK VDBROEK FIL3069,-7.59,Food & Drinks_Groceries
Action 1035,-41.84,House & Garden_Equipment
ALBERT HEIJN 1027,-15.97,Food & Drinks_Groceries
SumUp  Osspot,-7.50,Food & Drinks_Snacks
DIRK VDBROEK FIL3069,-7.41,Food & Drinks_Groceries
BUDGET MOBIEL,-10.00,Multimedia_Telephone
OSDORP SLAGERIJ,-4.10,Food & Drinks_Groceries
ING Bank N.V. Creditcards,-20.99,Shopping_Clothes & Accessories
Oranje spaarrekening W85769111,20.99,Transfers_Transfers
Waternet/Gem. Amsterdam,-21.00,Home_Utilities
Oranje spaarrekening W85769111,5.15,Transfers_Transfers
CZ Groep Zorgverzekeraar,-293.50,Wellbeing & Beauty_Insurance
GVB Exploitatie B.V.,-1.00,Transport_Public Transport
Lebo Vastgoed B.V.,-1676.40,Home_Rent
Jumbo Adam Osdorp,-1.19,Food & Drinks_Groceries
Action 1035,-7.43,Food & Drinks_Groceries
Albert Heijn 1027,-5.15,Family_Diaper & wipes
Albert Heijn 1027,-3.94,Food & Drinks_Groceries
Slagerij Elaf,-3.64,Food & Drinks_Groceries
DD Tropische Markth,-1.00,Food & Drinks_Groceries
BUDGET ENERGIE,-160.00,Home_Utilities
GVB Exploitatie B.V.,-1.00,Transport_Public Transport
ZIGGO SERVICES BV,-53.00,Multimedia_Internet
DIRK VDBROEK FIL3069,-2.03,Food & Drinks_Groceries
Mywheels via PAY.nl,-29.85,Transport_Car
Mywheels via PAY.nl,-32.94,Transport_Car
Revolut6882,-100.00,Family_Allowance
Action 1035,-8.38,Food & Drinks_Groceries
CA 037,-9.99,Shopping_Clothes & Accessories
ING Bank N.V. Creditcards,-84.37,House & Garden_Fitment
ING Bank N.V. Creditcards,-4.00,Shopping_Gifts
Oranje spaarrekening T96483817,4.00,Transfers_Transfers
Shaik Uzma,-1140.00,Finances_Loans
Oranje spaarrekening K58675097,-1063.45,Transfers_Transfers
Oranje spaarrekening W85769111,-90.00,Transfers_Transfers
Oranje spaarrekening X94446204,-400.00,Transfers_Transfers
Albert Heijn 1027,-2.50,Food & Drinks_Groceries
Total Employee ComplianceServices BV,5460.77,Salary_Salary
ALBERT HEIJN 1027,-5.15,Family_Diaper & wipes
Doner Abi   Pomodori,-8.00,Food & Drinks_Restaurants
CCVOSDORP SLAGERIJ,-4.70,Food & Drinks_Groceries
DIRK VDBROEK FIL3069,-9.46,Food & Drinks_Groceries
ALBERT HEIJN 1027,-5.18,Food & Drinks_Groceries
DIRK VDBROEK FIL3069,-3.36,Food & Drinks_Groceries
ALBERT HEIJN 1027,-3.84,Food & Drinks_Groceries
Action 1035,-4.76,Food & Drinks_Groceries
ALBERT HEIJN 1027,-9.38,Food & Drinks_Groceries
ALBERT HEIJN 1027,-5.15,Food & Drinks_Groceries
Daily Style Osdorp,-27.20,Family_Other
Oranje spaarrekening W85769111,5.15,Transfers_Transfers
Oranje spaarrekening K58675097,300.00,Transfers_Transfers
Oranje spaarrekening X94446204,11.02,Transfers_Transfers
Oranje spaarrekening T96483817,-272.80,Transfers_Transfers
ING Bank N.V. Creditcards,-32.99,Others_Business expense
ALBERT HEIJN 1027,-3.37,Food & Drinks_Groceries
Amazon Payments Europe SCA,21.97,Transfers_Transfers
ALBERT HEIJN 1027,-5.59,Food & Drinks_Groceries
DIRK VDBROEK FIL3069,-8.80,Food & Drinks_Groceries
Slagery Elaf,-6.20,Food & Drinks_Groceries
CCVOSDORP SLAGERIJ,-7.75,Food & Drinks_Groceries
Geldautomaat,-30.00,Others_Uncategorised
Diversen,-3.15,Others_Withdrawals & Bank charges
ALBERT HEIJN 1027,-12.86,Food & Drinks_Groceries
ALBERT HEIJN 1027,-6.65,Family_Diaper & wipes
Kruidvat 1139,-4.29,Wellbeing & Beauty_Daily care
OH MY BUN CENTRUM,-26.85,Food & Drinks_Restaurants
PRIMARK DAMRAK,-19.00,Shopping_Clothes & Accessories
Oranje spaarrekening W85769111,19.00,Transfers_Transfers
Oranje spaarrekening W85769111,6.65,Transfers_Transfers
Little India Amsterdam via Mollie,-39.24,Food & Drinks_Groceries
DIRK VDBROEK FIL3069,-8.68,Food & Drinks_Groceries
Action 1035,-7.57,House & Garden_Equipment
HollandBarrett 7724,-4.09,Family_Other
Kruidvat 1139,-4.88,Wellbeing & Beauty_Daily care
Oranje spaarrekening X94446204,21.97,Transfers_Transfers
ING Bank N.V. Creditcards,-8.35,Shopping_Electronics
Amazon Payments Europe SCA,-21.97,Exclude_Exclude
Oranje spaarrekening X94446204,8.35,Transfers_Transfers
Oranje spaarrekening W85769111,8.67,Transfers_Transfers
ALBERT HEIJN 1027,-8.14,Food & Drinks_Groceries
Goudse Schadeverzekeringen N.V,-5.60,Home_Insurance & Fees
Jumbo Adam Osdorp,-13.97,Food & Drinks_Groceries
ALBERT HEIJN 1027,-4.17,Family_Other
HEMA EV037 OSDORP,-4.50,Family_Other
Waternet/Gem. Amsterdam,-21.00,Home_Utilities
CCVAytac Versshop,-7.39,Food & Drinks_Groceries
CCVSanvir groenten im,-4.50,Food & Drinks_Groceries
Action 1035,-28.36,House & Garden_Equipment
Revolut6156,-92.00,Transfers_Transfers
DIRK VDBROEK FIL3069,-17.27,Food & Drinks_Groceries
Lycatel via WorldPay Customer Payments,-10.00,Multimedia_Telephone
BUDGET MOBIEL,-10.00,Multimedia_Telephone
DIRK VDBROEK FIL3069,-4.09,Food & Drinks_Groceries
ZettleTaxiinamsterda,-48.23,Transport_Taxi
ALBERT HEIJN 1653,-4.87,Food & Drinks_Groceries
Revolut7456,-10.00,Food & Drinks_Coffee & Lunch
Lebo Vastgoed B.V.,-1676.40,Home_Rent
CZ Groep Zorgverzekeraar,-293.50,Wellbeing & Beauty_Insurance
BUDGET ENERGIE,-150.00,Home_Utilities
ZIGGO SERVICES BV,-53.00,Multimedia_Internet
Oranje spaarrekening K58675097,-2152.00,Transfers_Transfers
Oranje spaarrekening W85769111,-100.00,Transfers_Transfers
Oranje spaarrekening X94446204,-460.00,Transfers_Transfers
Oranje spaarrekening K58675097,-292.00,Transfers_Transfers
GVB Exploitatie B.V.,-8.88,Transport_Public Transport
GVB Exploitatie B.V.,-1.00,Transport_Public Transport
Total Employee ComplianceServices BV,5460.77,Salary_Salary
BOLCOM BV,-11.99,Home_Services
Oranje spaarrekening X94446204,546.00,Transfers_Transfers
ING Bank N.V. Creditcards,-2152.91,Transport_Public Transport
ING Bank N.V. Creditcards,-546.00,Shopping_Electronics
Oranje spaarrekening K58675097,2152.00,Transfers_Transfers
ST PAYPRO CLIENTGELDEN,-30.00,Home_Insurance & Fees
Oranje spaarrekening K58675097,-415.00,Transfers_Transfers
Diversen,-2.35,Others_Withdrawals & Bank charges
Rasila Dhotre,415.00,Transfers_Transfers
Rasila Dhotre,10.00,Transfers_Transfers
Budget Mobiel,-10.00,Multimedia_Telephone
